# GRID: NUMBER OF POINTS: 10001 STRETCHING COEFFICIENT ALPHA:   9.99999975E-05
 #I        YPAD              YHAD
***        0.02371630        0.00000294
***        0.02371925        0.00000294
***        0.02372219        0.00000294
***        0.02372513        0.00000294
***        0.02372807        0.00000294
***        0.02373100        0.00000294
***        0.02373394        0.00000294
***        0.02373688        0.00000294
***        0.02373982        0.00000294
***        0.02374276        0.00000294
***        0.02374570        0.00000294
***        0.02374863        0.00000294
***        0.02375157        0.00000294
***        0.02375451        0.00000294
***        0.02375744        0.00000294
***        0.02376038        0.00000294
***        0.02376332        0.00000294
***        0.02376625        0.00000294
***        0.02376919        0.00000294
***        0.02377212        0.00000294
***        0.02377506        0.00000293
***        0.02377799        0.00000293
***        0.02378093        0.00000293
***        0.02378386        0.00000293
***        0.02378679        0.00000293
***        0.02378973        0.00000293
***        0.02379266        0.00000293
***        0.02379559        0.00000293
***        0.02379853        0.00000293
***        0.02380146        0.00000293
***        0.02380439        0.00000293
***        0.02380732        0.00000293
***        0.02381025        0.00000293
***        0.02381319        0.00000293
***        0.02381612        0.00000293
***        0.02381905        0.00000293
***        0.02382198        0.00000293
***        0.02382491        0.00000293
***        0.02382784        0.00000293
***        0.02383077        0.00000293
***        0.02383369        0.00000293
***        0.02383662        0.00000293
***        0.02383955        0.00000293
***        0.02384248        0.00000293
***        0.02384541        0.00000293
***        0.02384834        0.00000293
***        0.02385126        0.00000293
***        0.02385419        0.00000293
***        0.02385712        0.00000293
***        0.02386004        0.00000293
***        0.02386297        0.00000293
***        0.02386589        0.00000293
***        0.02386882        0.00000293
***        0.02387175        0.00000293
***        0.02387467        0.00000292
***        0.02387759        0.00000292
***        0.02388052        0.00000292
***        0.02388344        0.00000292
***        0.02388637        0.00000292
***        0.02388929        0.00000292
***        0.02389221        0.00000292
***        0.02389514        0.00000292
***        0.02389806        0.00000292
***        0.02390098        0.00000292
***        0.02390390        0.00000292
***        0.02390682        0.00000292
***        0.02390975        0.00000292
***        0.02391267        0.00000292
***        0.02391559        0.00000292
***        0.02391851        0.00000292
***        0.02392143        0.00000292
***        0.02392435        0.00000292
***        0.02392727        0.00000292
***        0.02393019        0.00000292
***        0.02393311        0.00000292
***        0.02393603        0.00000292
***        0.02393894        0.00000292
***        0.02394186        0.00000292
***        0.02394478        0.00000292
***        0.02394770        0.00000292
***        0.02395062        0.00000292
***        0.02395353        0.00000292
***        0.02395645        0.00000292
***        0.02395937        0.00000292
***        0.02396228        0.00000292
***        0.02396520        0.00000292
***        0.02396811        0.00000292
***        0.02397103        0.00000292
***        0.02397394        0.00000291
***        0.02397686        0.00000291
***        0.02397977        0.00000291
***        0.02398269        0.00000291
***        0.02398560        0.00000291
***        0.02398851        0.00000291
***        0.02399143        0.00000291
***        0.02399434        0.00000291
***        0.02399725        0.00000291
***        0.02400017        0.00000291
***        0.02400308        0.00000291
***        0.02400599        0.00000291
***        0.02400890        0.00000291
***        0.02401181        0.00000291
***        0.02401472        0.00000291
***        0.02401763        0.00000291
***        0.02402054        0.00000291
***        0.02402345        0.00000291
***        0.02402636        0.00000291
***        0.02402927        0.00000291
***        0.02403218        0.00000291
***        0.02403509        0.00000291
***        0.02403800        0.00000291
***        0.02404091        0.00000291
***        0.02404382        0.00000291
***        0.02404672        0.00000291
***        0.02404963        0.00000291
***        0.02405254        0.00000291
***        0.02405544        0.00000291
***        0.02405835        0.00000291
***        0.02406126        0.00000291
***        0.02406416        0.00000291
***        0.02406707        0.00000291
***        0.02406997        0.00000291
***        0.02407288        0.00000291
***        0.02407578        0.00000290
***        0.02407869        0.00000290
***        0.02408159        0.00000290
***        0.02408450        0.00000290
***        0.02408740        0.00000290
***        0.02409030        0.00000290
***        0.02409321        0.00000290
***        0.02409611        0.00000290
***        0.02409901        0.00000290
***        0.02410191        0.00000290
***        0.02410482        0.00000290
***        0.02410772        0.00000290
***        0.02411062        0.00000290
***        0.02411352        0.00000290
***        0.02411642        0.00000290
***        0.02411932        0.00000290
***        0.02412222        0.00000290
***        0.02412512        0.00000290
***        0.02412802        0.00000290
***        0.02413092        0.00000290
***        0.02413382        0.00000290
***        0.02413672        0.00000290
***        0.02413962        0.00000290
***        0.02414252        0.00000290
***        0.02414541        0.00000290
***        0.02414831        0.00000290
***        0.02415121        0.00000290
***        0.02415410        0.00000290
***        0.02415700        0.00000290
***        0.02415990        0.00000290
***        0.02416279        0.00000290
***        0.02416569        0.00000290
***        0.02416859        0.00000290
***        0.02417148        0.00000290
***        0.02417438        0.00000289
***        0.02417727        0.00000289
***        0.02418016        0.00000289
***        0.02418306        0.00000289
***        0.02418595        0.00000289
***        0.02418885        0.00000289
***        0.02419174        0.00000289
***        0.02419463        0.00000289
***        0.02419752        0.00000289
***        0.02420042        0.00000289
***        0.02420331        0.00000289
***        0.02420620        0.00000289
***        0.02420909        0.00000289
***        0.02421198        0.00000289
***        0.02421487        0.00000289
***        0.02421777        0.00000289
***        0.02422066        0.00000289
***        0.02422355        0.00000289
***        0.02422644        0.00000289
***        0.02422932        0.00000289
***        0.02423221        0.00000289
***        0.02423510        0.00000289
***        0.02423799        0.00000289
***        0.02424088        0.00000289
***        0.02424377        0.00000289
***        0.02424666        0.00000289
***        0.02424954        0.00000289
***        0.02425243        0.00000289
***        0.02425532        0.00000289
***        0.02425820        0.00000289
***        0.02426109        0.00000289
***        0.02426398        0.00000289
***        0.02426686        0.00000289
***        0.02426975        0.00000289
***        0.02427263        0.00000289
***        0.02427552        0.00000288
***        0.02427840        0.00000288
***        0.02428129        0.00000288
***        0.02428417        0.00000288
***        0.02428705        0.00000288
***        0.02428994        0.00000288
***        0.02429282        0.00000288
***        0.02429570        0.00000288
***        0.02429858        0.00000288
***        0.02430147        0.00000288
***        0.02430435        0.00000288
***        0.02430723        0.00000288
***        0.02431011        0.00000288
***        0.02431299        0.00000288
***        0.02431587        0.00000288
***        0.02431875        0.00000288
***        0.02432163        0.00000288
***        0.02432451        0.00000288
***        0.02432739        0.00000288
***        0.02433027        0.00000288
***        0.02433315        0.00000288
***        0.02433603        0.00000288
***        0.02433891        0.00000288
***        0.02434179        0.00000288
***        0.02434467        0.00000288
***        0.02434754        0.00000288
***        0.02435042        0.00000288
***        0.02435330        0.00000288
***        0.02435617        0.00000288
***        0.02435905        0.00000288
***        0.02436193        0.00000288
***        0.02436480        0.00000288
***        0.02436768        0.00000288
***        0.02437055        0.00000288
***        0.02437343        0.00000288
***        0.02437630        0.00000287
***        0.02437918        0.00000287
***        0.02438205        0.00000287
***        0.02438493        0.00000287
***        0.02438780        0.00000287
***        0.02439067        0.00000287
***        0.02439355        0.00000287
***        0.02439642        0.00000287
***        0.02439929        0.00000287
***        0.02440216        0.00000287
***        0.02440504        0.00000287
***        0.02440791        0.00000287
***        0.02441078        0.00000287
***        0.02441365        0.00000287
***        0.02441652        0.00000287
***        0.02441939        0.00000287
***        0.02442226        0.00000287
***        0.02442513        0.00000287
***        0.02442800        0.00000287
***        0.02443087        0.00000287
***        0.02443374        0.00000287
***        0.02443661        0.00000287
***        0.02443948        0.00000287
***        0.02444234        0.00000287
***        0.02444521        0.00000287
***        0.02444808        0.00000287
***        0.02445095        0.00000287
***        0.02445381        0.00000287
***        0.02445668        0.00000287
***        0.02445955        0.00000287
***        0.02446241        0.00000287
***        0.02446528        0.00000287
***        0.02446814        0.00000287
***        0.02447101        0.00000287
***        0.02447388        0.00000286
***        0.02447674        0.00000286
***        0.02447960        0.00000286
***        0.02448247        0.00000286
***        0.02448533        0.00000286
***        0.02448820        0.00000286
***        0.02449106        0.00000286
***        0.02449392        0.00000286
***        0.02449678        0.00000286
***        0.02449965        0.00000286
***        0.02450251        0.00000286
***        0.02450537        0.00000286
***        0.02450823        0.00000286
***        0.02451109        0.00000286
***        0.02451395        0.00000286
***        0.02451682        0.00000286
***        0.02451968        0.00000286
***        0.02452254        0.00000286
***        0.02452540        0.00000286
***        0.02452826        0.00000286
***        0.02453111        0.00000286
***        0.02453397        0.00000286
***        0.02453683        0.00000286
***        0.02453969        0.00000286
***        0.02454255        0.00000286
***        0.02454541        0.00000286
***        0.02454826        0.00000286
***        0.02455112        0.00000286
***        0.02455398        0.00000286
***        0.02455684        0.00000286
***        0.02455969        0.00000286
***        0.02456255        0.00000286
***        0.02456540        0.00000286
***        0.02456826        0.00000286
***        0.02457111        0.00000286
***        0.02457397        0.00000285
***        0.02457682        0.00000285
***        0.02457968        0.00000285
***        0.02458253        0.00000285
***        0.02458539        0.00000285
***        0.02458824        0.00000285
***        0.02459109        0.00000285
***        0.02459395        0.00000285
***        0.02459680        0.00000285
***        0.02459965        0.00000285
***        0.02460250        0.00000285
***        0.02460536        0.00000285
***        0.02460821        0.00000285
***        0.02461106        0.00000285
***        0.02461391        0.00000285
***        0.02461676        0.00000285
***        0.02461961        0.00000285
***        0.02462246        0.00000285
***        0.02462531        0.00000285
***        0.02462816        0.00000285
***        0.02463101        0.00000285
***        0.02463386        0.00000285
***        0.02463671        0.00000285
***        0.02463956        0.00000285
***        0.02464240        0.00000285
***        0.02464525        0.00000285
***        0.02464810        0.00000285
***        0.02465095        0.00000285
***        0.02465379        0.00000285
***        0.02465664        0.00000285
***        0.02465949        0.00000285
***        0.02466233        0.00000285
***        0.02466518        0.00000285
***        0.02466802        0.00000285
***        0.02467087        0.00000285
***        0.02467371        0.00000285
***        0.02467656        0.00000284
***        0.02467940        0.00000284
***        0.02468225        0.00000284
***        0.02468509        0.00000284
***        0.02468794        0.00000284
***        0.02469078        0.00000284
***        0.02469362        0.00000284
***        0.02469646        0.00000284
***        0.02469931        0.00000284
***        0.02470215        0.00000284
***        0.02470499        0.00000284
***        0.02470783        0.00000284
***        0.02471067        0.00000284
***        0.02471351        0.00000284
***        0.02471636        0.00000284
***        0.02471920        0.00000284
***        0.02472204        0.00000284
***        0.02472488        0.00000284
***        0.02472772        0.00000284
***        0.02473056        0.00000284
***        0.02473339        0.00000284
***        0.02473623        0.00000284
***        0.02473907        0.00000284
***        0.02474191        0.00000284
***        0.02474475        0.00000284
***        0.02474759        0.00000284
***        0.02475042        0.00000284
***        0.02475326        0.00000284
***        0.02475610        0.00000284
***        0.02475893        0.00000284
***        0.02476177        0.00000284
***        0.02476460        0.00000284
***        0.02476744        0.00000284
***        0.02477028        0.00000284
***        0.02477311        0.00000284
***        0.02477595        0.00000283
***        0.02477878        0.00000283
***        0.02478161        0.00000283
***        0.02478445        0.00000283
***        0.02478728        0.00000283
***        0.02479012        0.00000283
***        0.02479295        0.00000283
***        0.02479578        0.00000283
***        0.02479861        0.00000283
***        0.02480145        0.00000283
***        0.02480428        0.00000283
***        0.02480711        0.00000283
***        0.02480994        0.00000283
***        0.02481277        0.00000283
***        0.02481560        0.00000283
***        0.02481843        0.00000283
***        0.02482126        0.00000283
***        0.02482409        0.00000283
***        0.02482692        0.00000283
***        0.02482975        0.00000283
***        0.02483258        0.00000283
***        0.02483541        0.00000283
***        0.02483824        0.00000283
***        0.02484107        0.00000283
***        0.02484390        0.00000283
***        0.02484672        0.00000283
***        0.02484955        0.00000283
***        0.02485238        0.00000283
***        0.02485520        0.00000283
***        0.02485803        0.00000283
***        0.02486086        0.00000283
***        0.02486368        0.00000283
***        0.02486651        0.00000283
***        0.02486933        0.00000283
***        0.02487216        0.00000283
***        0.02487498        0.00000282
***        0.02487781        0.00000282
***        0.02488063        0.00000282
***        0.02488346        0.00000282
***        0.02488628        0.00000282
***        0.02488911        0.00000282
***        0.02489193        0.00000282
***        0.02489475        0.00000282
***        0.02489757        0.00000282
***        0.02490040        0.00000282
***        0.02490322        0.00000282
***        0.02490604        0.00000282
***        0.02490886        0.00000282
***        0.02491168        0.00000282
***        0.02491450        0.00000282
***        0.02491732        0.00000282
***        0.02492014        0.00000282
***        0.02492296        0.00000282
***        0.02492578        0.00000282
***        0.02492860        0.00000282
***        0.02493142        0.00000282
***        0.02493424        0.00000282
***        0.02493706        0.00000282
***        0.02493988        0.00000282
***        0.02494270        0.00000282
***        0.02494552        0.00000282
***        0.02494833        0.00000282
***        0.02495115        0.00000282
***        0.02495397        0.00000282
***        0.02495678        0.00000282
***        0.02495960        0.00000282
***        0.02496242        0.00000282
***        0.02496523        0.00000282
***        0.02496805        0.00000282
***        0.02497086        0.00000282
***        0.02497368        0.00000282
***        0.02497649        0.00000281
***        0.02497931        0.00000281
***        0.02498212        0.00000281
***        0.02498494        0.00000281
***        0.02498775        0.00000281
***        0.02499056        0.00000281
***        0.02499338        0.00000281
***        0.02499619        0.00000281
***        0.02499900        0.00000281
***        0.02500181        0.00000281
***        0.02500462        0.00000281
***        0.02500744        0.00000281
***        0.02501025        0.00000281
***        0.02501306        0.00000281
***        0.02501587        0.00000281
***        0.02501868        0.00000281
***        0.02502149        0.00000281
***        0.02502430        0.00000281
***        0.02502711        0.00000281
***        0.02502992        0.00000281
***        0.02503273        0.00000281
***        0.02503554        0.00000281
***        0.02503835        0.00000281
***        0.02504115        0.00000281
***        0.02504396        0.00000281
***        0.02504677        0.00000281
***        0.02504958        0.00000281
***        0.02505238        0.00000281
***        0.02505519        0.00000281
***        0.02505800        0.00000281
***        0.02506080        0.00000281
***        0.02506361        0.00000281
***        0.02506642        0.00000281
***        0.02506922        0.00000281
***        0.02507203        0.00000281
***        0.02507483        0.00000280
***        0.02507764        0.00000280
***        0.02508044        0.00000280
***        0.02508324        0.00000280
***        0.02508605        0.00000280
***        0.02508885        0.00000280
***        0.02509165        0.00000280
***        0.02509446        0.00000280
***        0.02509726        0.00000280
***        0.02510006        0.00000280
***        0.02510286        0.00000280
***        0.02510567        0.00000280
***        0.02510847        0.00000280
***        0.02511127        0.00000280
***        0.02511407        0.00000280
***        0.02511687        0.00000280
***        0.02511967        0.00000280
***        0.02512247        0.00000280
***        0.02512527        0.00000280
***        0.02512807        0.00000280
***        0.02513087        0.00000280
***        0.02513367        0.00000280
***        0.02513647        0.00000280
***        0.02513927        0.00000280
***        0.02514206        0.00000280
***        0.02514486        0.00000280
***        0.02514766        0.00000280
***        0.02515046        0.00000280
***        0.02515325        0.00000280
***        0.02515605        0.00000280
***        0.02515885        0.00000280
***        0.02516164        0.00000280
***        0.02516444        0.00000280
***        0.02516724        0.00000280
***        0.02517003        0.00000280
***        0.02517283        0.00000280
***        0.02517562        0.00000279
***        0.02517842        0.00000279
***        0.02518121        0.00000279
***        0.02518400        0.00000279
***        0.02518680        0.00000279
***        0.02518959        0.00000279
***        0.02519238        0.00000279
***        0.02519518        0.00000279
***        0.02519797        0.00000279
***        0.02520076        0.00000279
***        0.02520355        0.00000279
***        0.02520635        0.00000279
***        0.02520914        0.00000279
***        0.02521193        0.00000279
***        0.02521472        0.00000279
***        0.02521751        0.00000279
***        0.02522030        0.00000279
***        0.02522309        0.00000279
***        0.02522588        0.00000279
***        0.02522867        0.00000279
***        0.02523146        0.00000279
***        0.02523425        0.00000279
***        0.02523704        0.00000279
***        0.02523982        0.00000279
***        0.02524261        0.00000279
***        0.02524540        0.00000279
***        0.02524819        0.00000279
***        0.02525098        0.00000279
***        0.02525376        0.00000279
***        0.02525655        0.00000279
***        0.02525934        0.00000279
***        0.02526212        0.00000279
***        0.02526491        0.00000279
***        0.02526769        0.00000279
***        0.02527048        0.00000279
***        0.02527326        0.00000279
***        0.02527605        0.00000278
***        0.02527883        0.00000278
***        0.02528162        0.00000278
***        0.02528440        0.00000278
***        0.02528718        0.00000278
***        0.02528997        0.00000278
***        0.02529275        0.00000278
***        0.02529553        0.00000278
***        0.02529832        0.00000278
***        0.02530110        0.00000278
***        0.02530388        0.00000278
***        0.02530666        0.00000278
***        0.02530944        0.00000278
***        0.02531223        0.00000278
***        0.02531501        0.00000278
***        0.02531779        0.00000278
***        0.02532057        0.00000278
***        0.02532335        0.00000278
***        0.02532613        0.00000278
***        0.02532891        0.00000278
***        0.02533169        0.00000278
***        0.02533446        0.00000278
***        0.02533724        0.00000278
***        0.02534002        0.00000278
***        0.02534280        0.00000278
***        0.02534558        0.00000278
***        0.02534836        0.00000278
***        0.02535113        0.00000278
***        0.02535391        0.00000278
***        0.02535669        0.00000278
***        0.02535946        0.00000278
***        0.02536224        0.00000278
***        0.02536501        0.00000278
***        0.02536779        0.00000278
***        0.02537057        0.00000278
***        0.02537334        0.00000278
***        0.02537612        0.00000277
***        0.02537889        0.00000277
***        0.02538166        0.00000277
***        0.02538444        0.00000277
***        0.02538721        0.00000277
***        0.02538998        0.00000277
***        0.02539276        0.00000277
***        0.02539553        0.00000277
***        0.02539830        0.00000277
***        0.02540108        0.00000277
***        0.02540385        0.00000277
***        0.02540662        0.00000277
***        0.02540939        0.00000277
***        0.02541216        0.00000277
***        0.02541493        0.00000277
***        0.02541770        0.00000277
***        0.02542047        0.00000277
***        0.02542324        0.00000277
***        0.02542601        0.00000277
***        0.02542878        0.00000277
***        0.02543155        0.00000277
***        0.02543432        0.00000277
***        0.02543709        0.00000277
***        0.02543986        0.00000277
***        0.02544263        0.00000277
***        0.02544539        0.00000277
***        0.02544816        0.00000277
***        0.02545093        0.00000277
***        0.02545370        0.00000277
***        0.02545646        0.00000277
***        0.02545923        0.00000277
***        0.02546200        0.00000277
***        0.02546476        0.00000277
***        0.02546753        0.00000277
***        0.02547029        0.00000277
***        0.02547306        0.00000277
***        0.02547582        0.00000276
***        0.02547859        0.00000276
***        0.02548135        0.00000276
***        0.02548412        0.00000276
***        0.02548688        0.00000276
***        0.02548964        0.00000276
***        0.02549241        0.00000276
***        0.02549517        0.00000276
***        0.02549793        0.00000276
***        0.02550069        0.00000276
***        0.02550346        0.00000276
***        0.02550622        0.00000276
***        0.02550898        0.00000276
***        0.02551174        0.00000276
***        0.02551450        0.00000276
***        0.02551726        0.00000276
***        0.02552002        0.00000276
***        0.02552278        0.00000276
***        0.02552554        0.00000276
***        0.02552830        0.00000276
***        0.02553106        0.00000276
***        0.02553382        0.00000276
***        0.02553658        0.00000276
***        0.02553934        0.00000276
***        0.02554209        0.00000276
***        0.02554485        0.00000276
***        0.02554761        0.00000276
***        0.02555037        0.00000276
***        0.02555312        0.00000276
***        0.02555588        0.00000276
***        0.02555864        0.00000276
***        0.02556139        0.00000276
***        0.02556415        0.00000276
***        0.02556691        0.00000276
***        0.02556966        0.00000276
***        0.02557242        0.00000276
***        0.02557517        0.00000275
***        0.02557793        0.00000275
***        0.02558068        0.00000275
***        0.02558343        0.00000275
***        0.02558619        0.00000275
***        0.02558894        0.00000275
***        0.02559169        0.00000275
***        0.02559445        0.00000275
***        0.02559720        0.00000275
***        0.02559995        0.00000275
***        0.02560270        0.00000275
***        0.02560546        0.00000275
***        0.02560821        0.00000275
***        0.02561096        0.00000275
***        0.02561371        0.00000275
***        0.02561646        0.00000275
***        0.02561921        0.00000275
***        0.02562196        0.00000275
***        0.02562471        0.00000275
***        0.02562746        0.00000275
***        0.02563021        0.00000275
***        0.02563296        0.00000275
***        0.02563571        0.00000275
***        0.02563846        0.00000275
***        0.02564121        0.00000275
***        0.02564395        0.00000275
***        0.02564670        0.00000275
***        0.02564945        0.00000275
***        0.02565220        0.00000275
***        0.02565494        0.00000275
***        0.02565769        0.00000275
***        0.02566044        0.00000275
***        0.02566318        0.00000275
***        0.02566593        0.00000275
***        0.02566867        0.00000275
***        0.02567142        0.00000275
***        0.02567416        0.00000274
***        0.02567691        0.00000274
***        0.02567965        0.00000274
***        0.02568240        0.00000274
***        0.02568514        0.00000274
***        0.02568788        0.00000274
***        0.02569063        0.00000274
***        0.02569337        0.00000274
***        0.02569611        0.00000274
***        0.02569886        0.00000274
***        0.02570160        0.00000274
***        0.02570434        0.00000274
***        0.02570708        0.00000274
***        0.02570982        0.00000274
***        0.02571256        0.00000274
***        0.02571530        0.00000274
***        0.02571805        0.00000274
***        0.02572079        0.00000274
***        0.02572353        0.00000274
***        0.02572627        0.00000274
***        0.02572900        0.00000274
***        0.02573174        0.00000274
***        0.02573448        0.00000274
***        0.02573722        0.00000274
***        0.02573996        0.00000274
***        0.02574270        0.00000274
***        0.02574544        0.00000274
***        0.02574817        0.00000274
***        0.02575091        0.00000274
***        0.02575365        0.00000274
***        0.02575638        0.00000274
***        0.02575912        0.00000274
***        0.02576186        0.00000274
***        0.02576459        0.00000274
***        0.02576733        0.00000274
***        0.02577006        0.00000274
***        0.02577280        0.00000274
***        0.02577553        0.00000273
***        0.02577827        0.00000273
***        0.02578100        0.00000273
***        0.02578374        0.00000273
***        0.02578647        0.00000273
***        0.02578920        0.00000273
***        0.02579194        0.00000273
***        0.02579467        0.00000273
***        0.02579740        0.00000273
***        0.02580013        0.00000273
***        0.02580287        0.00000273
***        0.02580560        0.00000273
***        0.02580833        0.00000273
***        0.02581106        0.00000273
***        0.02581379        0.00000273
***        0.02581652        0.00000273
***        0.02581925        0.00000273
***        0.02582198        0.00000273
***        0.02582471        0.00000273
***        0.02582744        0.00000273
***        0.02583017        0.00000273
***        0.02583290        0.00000273
***        0.02583563        0.00000273
***        0.02583836        0.00000273
***        0.02584109        0.00000273
***        0.02584382        0.00000273
***        0.02584654        0.00000273
***        0.02584927        0.00000273
***        0.02585200        0.00000273
***        0.02585472        0.00000273
***        0.02585745        0.00000273
***        0.02586018        0.00000273
***        0.02586290        0.00000273
***        0.02586563        0.00000273
***        0.02586836        0.00000273
***        0.02587108        0.00000273
***        0.02587381        0.00000272
***        0.02587653        0.00000272
***        0.02587925        0.00000272
***        0.02588198        0.00000272
***        0.02588470        0.00000272
***        0.02588743        0.00000272
***        0.02589015        0.00000272
***        0.02589287        0.00000272
***        0.02589560        0.00000272
***        0.02589832        0.00000272
***        0.02590104        0.00000272
***        0.02590376        0.00000272
***        0.02590648        0.00000272
***        0.02590921        0.00000272
***        0.02591193        0.00000272
***        0.02591465        0.00000272
***        0.02591737        0.00000272
***        0.02592009        0.00000272
***        0.02592281        0.00000272
***        0.02592553        0.00000272
***        0.02592825        0.00000272
***        0.02593097        0.00000272
***        0.02593369        0.00000272
***        0.02593641        0.00000272
***        0.02593912        0.00000272
***        0.02594184        0.00000272
***        0.02594456        0.00000272
***        0.02594728        0.00000272
***        0.02594999        0.00000272
***        0.02595271        0.00000272
***        0.02595543        0.00000272
***        0.02595815        0.00000272
***        0.02596086        0.00000272
***        0.02596358        0.00000272
***        0.02596629        0.00000272
***        0.02596901        0.00000272
***        0.02597172        0.00000272
***        0.02597444        0.00000271
***        0.02597715        0.00000271
***        0.02597987        0.00000271
***        0.02598258        0.00000271
***        0.02598530        0.00000271
***        0.02598801        0.00000271
***        0.02599072        0.00000271
***        0.02599344        0.00000271
***        0.02599615        0.00000271
***        0.02599886        0.00000271
***        0.02600157        0.00000271
***        0.02600429        0.00000271
***        0.02600700        0.00000271
***        0.02600971        0.00000271
***        0.02601242        0.00000271
***        0.02601513        0.00000271
***        0.02601784        0.00000271
***        0.02602055        0.00000271
***        0.02602326        0.00000271
***        0.02602597        0.00000271
***        0.02602868        0.00000271
***        0.02603139        0.00000271
***        0.02603410        0.00000271
***        0.02603681        0.00000271
***        0.02603952        0.00000271
***        0.02604222        0.00000271
***        0.02604493        0.00000271
***        0.02604764        0.00000271
***        0.02605035        0.00000271
***        0.02605305        0.00000271
***        0.02605576        0.00000271
***        0.02605847        0.00000271
***        0.02606117        0.00000271
***        0.02606388        0.00000271
***        0.02606659        0.00000271
***        0.02606929        0.00000271
***        0.02607200        0.00000271
***        0.02607470        0.00000270
***        0.02607741        0.00000270
***        0.02608011        0.00000270
***        0.02608281        0.00000270
***        0.02608552        0.00000270
***        0.02608822        0.00000270
***        0.02609092        0.00000270
***        0.02609363        0.00000270
***        0.02609633        0.00000270
***        0.02609903        0.00000270
***        0.02610174        0.00000270
***        0.02610444        0.00000270
***        0.02610714        0.00000270
***        0.02610984        0.00000270
***        0.02611254        0.00000270
***        0.02611524        0.00000270
***        0.02611794        0.00000270
***        0.02612064        0.00000270
***        0.02612334        0.00000270
***        0.02612604        0.00000270
***        0.02612874        0.00000270
***        0.02613144        0.00000270
***        0.02613414        0.00000270
***        0.02613684        0.00000270
***        0.02613954        0.00000270
***        0.02614224        0.00000270
***        0.02614493        0.00000270
***        0.02614763        0.00000270
***        0.02615033        0.00000270
***        0.02615303        0.00000270
***        0.02615572        0.00000270
***        0.02615842        0.00000270
***        0.02616112        0.00000270
***        0.02616381        0.00000270
***        0.02616651        0.00000270
***        0.02616920        0.00000270
***        0.02617190        0.00000270
***        0.02617459        0.00000269
***        0.02617729        0.00000269
***        0.02617998        0.00000269
***        0.02618268        0.00000269
***        0.02618537        0.00000269
***        0.02618806        0.00000269
***        0.02619076        0.00000269
***        0.02619345        0.00000269
***        0.02619614        0.00000269
***        0.02619883        0.00000269
***        0.02620153        0.00000269
***        0.02620422        0.00000269
***        0.02620691        0.00000269
***        0.02620960        0.00000269
***        0.02621229        0.00000269
***        0.02621498        0.00000269
***        0.02621767        0.00000269
***        0.02622036        0.00000269
***        0.02622306        0.00000269
***        0.02622574        0.00000269
***        0.02622843        0.00000269
***        0.02623112        0.00000269
***        0.02623381        0.00000269
***        0.02623650        0.00000269
***        0.02623919        0.00000269
***        0.02624188        0.00000269
***        0.02624457        0.00000269
***        0.02624725        0.00000269
***        0.02624994        0.00000269
***        0.02625263        0.00000269
***        0.02625531        0.00000269
***        0.02625800        0.00000269
***        0.02626069        0.00000269
***        0.02626337        0.00000269
***        0.02626606        0.00000269
***        0.02626875        0.00000269
***        0.02627143        0.00000269
***        0.02627412        0.00000268
***        0.02627680        0.00000268
***        0.02627948        0.00000268
***        0.02628217        0.00000268
***        0.02628485        0.00000268
***        0.02628754        0.00000268
***        0.02629022        0.00000268
***        0.02629290        0.00000268
***        0.02629559        0.00000268
***        0.02629827        0.00000268
***        0.02630095        0.00000268
***        0.02630363        0.00000268
***        0.02630631        0.00000268
***        0.02630900        0.00000268
***        0.02631168        0.00000268
***        0.02631436        0.00000268
***        0.02631704        0.00000268
***        0.02631972        0.00000268
***        0.02632240        0.00000268
***        0.02632508        0.00000268
***        0.02632776        0.00000268
***        0.02633044        0.00000268
***        0.02633312        0.00000268
***        0.02633580        0.00000268
***        0.02633847        0.00000268
***        0.02634115        0.00000268
***        0.02634383        0.00000268
***        0.02634651        0.00000268
***        0.02634919        0.00000268
***        0.02635186        0.00000268
***        0.02635454        0.00000268
***        0.02635722        0.00000268
***        0.02635989        0.00000268
***        0.02636257        0.00000268
***        0.02636524        0.00000268
***        0.02636792        0.00000268
***        0.02637060        0.00000268
***        0.02637327        0.00000268
***        0.02637595        0.00000267
***        0.02637862        0.00000267
***        0.02638129        0.00000267
***        0.02638397        0.00000267
***        0.02638664        0.00000267
***        0.02638932        0.00000267
***        0.02639199        0.00000267
***        0.02639466        0.00000267
***        0.02639733        0.00000267
***        0.02640001        0.00000267
***        0.02640268        0.00000267
***        0.02640535        0.00000267
***        0.02640802        0.00000267
***        0.02641069        0.00000267
***        0.02641336        0.00000267
***        0.02641603        0.00000267
***        0.02641871        0.00000267
***        0.02642138        0.00000267
***        0.02642405        0.00000267
***        0.02642672        0.00000267
***        0.02642938        0.00000267
***        0.02643205        0.00000267
***        0.02643472        0.00000267
***        0.02643739        0.00000267
***        0.02644006        0.00000267
***        0.02644273        0.00000267
***        0.02644540        0.00000267
***        0.02644806        0.00000267
***        0.02645073        0.00000267
***        0.02645340        0.00000267
***        0.02645606        0.00000267
***        0.02645873        0.00000267
***        0.02646140        0.00000267
***        0.02646406        0.00000267
***        0.02646673        0.00000267
***        0.02646939        0.00000267
***        0.02647206        0.00000267
***        0.02647472        0.00000266
***        0.02647739        0.00000266
***        0.02648005        0.00000266
***        0.02648272        0.00000266
***        0.02648538        0.00000266
***        0.02648804        0.00000266
***        0.02649071        0.00000266
***        0.02649337        0.00000266
***        0.02649603        0.00000266
***        0.02649870        0.00000266
